,MonthlyCharges,TotalCharges,Churn
2061,48.7,340.25,Yes
2062,25.15,1683.6,No
2063,76.4,3966.3,No
2064,19.55,608.5,No
2065,85.35,2896.6,No
2066,24.8,1514.85,No
2067,103.15,6792.45,No
2068,100.75,4669.2,No
2069,95.6,95.6,Yes
2070,59.75,2934.3,Yes
2071,94.1,6302.8,No
2072,19.35,779.2,No
2073,19.9,283.75,No
2074,108.15,4600.7,Yes
2075,101.05,5594,No
2076,59.1,772.85,No
2077,71.35,71.35,Yes
2078,55.85,857.8,No
2079,106.05,7554.05,No
2080,84.1,5981.65,No
2081,75.3,1702.9,No
2082,24.7,467.15,No
2083,20.15,20.15,Yes
2084,69.75,69.75,Yes
2085,93.2,2931,Yes
2086,80.85,1400.85,Yes
2087,33.65,137.85,Yes
2088,55.8,1941.5,No
2089,39.7,1932.75,No
2090,29.5,1423.05,No
2091,20.15,970.85,No
2092,79.55,5810.9,No
2093,24.8,223.9,No
2094,19.65,391.7,No
2095,79.95,79.95,Yes
2096,19.3,19.3,Yes
2097,94.05,811.65,No
2098,90.75,174.75,No
2099,78.85,3126.85,No
2100,99.5,6841.45,No
2101,99.2,3754.6,Yes
2102,80.55,1406.65,No
2103,70.2,834.7,No
2104,85.2,627.4,Yes
2105,75.25,242,Yes
2106,59.45,3157,No
2107,93.35,3092,No
2108,44.95,2168.9,No
2109,26.1,980.35,No
2110,20.2,65.95,No
2111,21.25,711.9,No
2112,59.4,1952.8,No
2113,95.0,4368.85,No
2114,61.9,2647.1,No
2115,118.65,8477.6,No
2116,54.35,54.35,Yes
2117,64.45,4528,No
2118,80.15,1790.65,No
2119,20.2,845.6,No
2120,21.0,1210.3,No
2121,20.45,20.45,No
2122,75.85,854.45,No
2123,80.45,2429.1,No
2124,24.95,100.4,Yes
2125,75.5,5229.45,No
2126,44.45,44.45,No
2127,42.35,1716.45,Yes
2128,74.55,3023.55,No
2129,75.3,75.3,Yes
2130,94.8,4837.6,Yes
2131,48.15,2032.3,No
2132,19.65,436.9,No
2133,70.55,70.55,Yes
2134,20.15,20.15,No
2135,106.6,5893.95,No
2136,91.0,1430.05,No
2137,25.4,313,No
2138,69.95,3871.85,No
2139,66.85,458.1,No
2140,86.15,2745.7,Yes
2141,20.15,341.35,No
2142,64.85,1336.8,No
2143,74.85,2181.75,No
2144,50.5,147.75,No
2145,72.9,818.45,No
2146,115.05,7133.45,No
2147,19.0,348.8,No
2148,19.55,128.6,No
2149,101.1,4674.4,No
2150,84.1,1737.45,No
2151,24.15,1498.85,No
2152,50.1,50.1,No
2153,74.6,1797.75,No
2154,19.75,498.1,No
2155,85.0,2624.25,Yes
2156,80.55,184.1,Yes
2157,106.8,5498.8,No
2158,84.5,4845.4,No
2159,25.05,369.1,No
2160,83.7,6096.9,No
2161,75.8,160.75,Yes
2162,96.6,2684.35,No
2163,98.5,3004.15,Yes
2164,101.1,6994.8,No
2165,20.2,273.25,No
2166,94.05,5483.9,No
2167,95.25,1233.65,Yes
2168,74.4,527.9,Yes
2169,81.0,4985.9,No
2170,60.25,1258.35,No
2171,60.85,111.4,No
2172,43.95,43.95,No
2173,86.05,308.1,No
2174,20.25,383.65,No
2175,85.15,2555.9,Yes
2176,19.4,1284.2,No
2177,102.65,7550.3,No
2178,19.9,1110.05,No
2179,19.55,99.6,No
2180,95.5,6707.15,No
2181,84.15,4164.4,No
2182,103.2,5873.75,No
2183,50.2,109.25,No
2184,88.55,179.25,Yes
2185,54.75,1338.15,Yes
2186,19.95,862.4,No
2187,116.25,8564.75,No
2188,31.2,926.2,No
2189,24.45,1718.2,No
2190,84.2,5956.85,No
2191,91.3,91.3,Yes
2192,85.65,4824.45,No
2193,21.2,1238.65,No
2194,79.5,79.5,Yes
2195,25.55,672.2,No
2196,20.2,382.2,No
2197,63.85,4264.6,No
2198,61.95,1070.7,No
2199,25.75,1345.85,No
2200,58.2,1045.25,No
2201,85.85,3003.55,No
2202,70.1,467.55,Yes
2203,104.9,7537.5,No
2204,111.3,7482.1,Yes
2205,99.85,3343.15,No
2206,95.25,5427.05,Yes
2207,86.25,587.1,Yes
2208,100.8,100.8,Yes
2209,19.55,161.15,No
2210,104.0,7028.5,No
2211,104.4,5232.9,No
2212,19.5,225.85,No
2213,25.25,274.7,No
2214,86.3,1180.95,Yes
2215,49.85,3370.2,No
2216,108.95,7111.3,No
2217,89.9,5958.85,No
2218,82.0,5999.85,No
2219,89.95,1648.45,No
2220,79.35,5753.25,No
2221,64.05,4492.9,No
2222,101.15,3956.7,No
2223,89.95,2625.55,Yes
2224,76.45,1233.4,Yes
2225,39.1,1309,No
2226,34.6,813.45,No
2227,19.55,1108.8,No
2228,104.45,7349.35,No
2229,70.5,294.2,No
2230,20.35,929.2,No
2231,70.0,740,Yes
2232,19.45,754.5,No
2233,69.9,3883.3,No
2234,59.7,1414.2,No
2235,78.35,3211.2,No
2236,71.45,371.6,No
2237,45.85,1246.4,No
2238,95.85,95.85,No
2239,35.7,2545.7,No
2240,89.55,6448.85,No
2241,24.95,1468.9,No
2242,24.85,1013.6,No
2243,100.8,6690.75,No
2244,64.4,2088.75,Yes
2245,105.35,7240.65,No
2246,102.45,102.45,Yes
2247,19.65,830.25,No
2248,54.45,1588.7,No
2249,70.5,829.3,No
2250,20.1,302.45,No
2251,69.35,712.25,No
2252,19.8,1336.65,No
2253,74.4,5360.75,No
2254,93.05,6735.05,No
2255,51.2,51.2,No
2256,65.6,1010,No
2257,80.55,4847.05,No
2258,52.7,3019.7,No
2259,20.85,161.65,No
2260,80.1,217.55,Yes
2261,52.15,2583.75,No
2262,80.2,146.05,Yes
2263,98.15,567.45,Yes
2264,114.95,7711.25,No
2265,112.95,1384.75,Yes
2266,104.45,5481.25,No
2267,113.65,8124.2,No
2268,20.6,827.3,No
2269,70.9,70.9,Yes
2270,86.85,220.95,Yes
2271,91.55,3673.6,No
2272,49.85,49.85,No
2273,19.8,576.65,No
2274,99.85,2331.3,Yes
2275,74.5,74.5,Yes
2276,104.15,4495.65,No
2277,109.15,6941.2,Yes
2278,48.2,340.35,No
2279,25.1,1789.9,No
2280,100.15,908.55,No
2281,65.2,1043.35,Yes
2282,99.5,6822.15,Yes
2283,71.55,71.55,Yes
2284,55.9,157.55,No
2285,93.9,5029.2,Yes
2286,64.4,581.7,No
2287,108.4,7318.2,Yes
2288,85.3,420.45,No
2289,107.45,7576.7,No
2290,48.75,633.4,Yes
2291,85.65,321.65,Yes
2292,91.3,4965,No
2293,85.95,6151.9,No
2294,106.7,1253.9,Yes
2295,25.15,25.15,Yes
2296,45.2,45.2,No
2297,110.35,5893.15,Yes
2298,79.2,5420.65,No
2299,55.5,2627.35,No
2300,103.25,5037.55,Yes
2301,90.25,743.75,No
2302,91.25,6589.6,No
2303,47.8,92.45,Yes
2304,100.9,6733.15,No
2305,97.7,3410,No
2306,69.85,199.85,No
2307,65.6,593.3,No
2308,104.65,7288.4,No
2309,90.45,5229.8,No
2310,63.7,4464.8,No
2311,104.5,5068.05,No
2312,20.1,401.85,No
2313,104.3,4451.85,No
2314,93.25,6688.95,No
2315,73.45,2661.1,No
2316,20.7,73.05,No
2317,25.25,1211.65,No
2318,100.5,7030.65,No
2319,90.6,1020.2,No
2320,89.4,5597.65,No
2321,95.45,6223.3,No
2322,20.45,1024.65,No
2323,98.6,2933.2,Yes
2324,83.05,1258.3,Yes
2325,19.95,82.9,No
2326,109.15,7789.6,No
2327,85.7,2067,No
2328,102.05,3452.55,No
2329,94.7,5468.95,No
2330,64.4,1802.15,No
2331,26.8,733.55,No
2332,66.05,3021.45,No
2333,65.2,3687.85,No
2334,85.05,1391.15,No
2335,55.8,274.35,No
2336,70.4,1214.05,Yes
2337,104.75,5510.65,Yes
2338,19.95,1322.85,No
2339,94.25,1973.75,Yes
2340,45.0,2196.3,No
2341,114.9,7843.55,No
2342,106.4,3211.9,No
2343,46.1,130.15,No
2344,39.7,692.35,No
2345,20.05,85.5,No
2346,95.75,6849.4,No
2347,24.4,203.95,No
2348,33.6,2117.2,No
2349,90.45,6565.85,No
2350,84.0,424.75,No
2351,67.4,3306.85,No
2352,19.7,168.9,No
2353,80.35,253.8,No
2354,19.6,197.4,No
2355,54.2,3838.2,No
2356,45.2,2065.15,No
2357,75.1,5064.45,No
2358,19.7,1140.05,No
2359,72.75,2447.45,No
2360,20.05,1263.9,No
2361,45.95,45.95,Yes
2362,39.2,1838.15,No
2363,44.75,44.75,No
2364,82.65,1185,No
2365,93.9,1743.9,No
2366,70.15,70.15,Yes
2367,85.55,85.55,Yes
2368,117.15,8529.5,No
2369,99.25,6549.45,No
2370,112.55,7806.5,No
2371,25.7,25.7,No
2372,90.3,6287.3,No
2373,49.4,3251.85,No
2374,19.4,50.6,No
2375,109.7,7904.25,No
2376,61.25,729.95,No
2377,55.3,2654.05,No
2378,70.3,2416.55,Yes
2379,106.35,3520.75,Yes
2380,103.75,5969.95,No
2381,19.5,226.8,No
2382,39.5,1082.75,No
2383,26.05,565.75,No
2384,91.05,4370.75,No
2385,29.65,90.05,No
2386,50.2,2169.4,No
2387,105.3,550.6,No
2388,55.45,55.45,No
2389,85.45,6300.85,No
2390,19.8,160.05,No
2391,59.25,436.6,No
2392,90.7,1781.35,No
2393,103.7,3467,Yes
2394,79.05,5552.5,No
2395,90.7,2835.5,No
2396,95.0,3591.25,No
2397,88.35,88.35,Yes
2398,30.25,63.75,No
2399,49.85,617.15,No
2400,93.0,870.25,No
2401,54.55,601.25,No
2402,19.7,111.65,No
2403,84.8,6046.1,No
2404,94.45,3923.8,No
2405,94.2,777.3,Yes
2406,96.25,512.45,Yes
2407,70.7,141.45,Yes
2408,20.85,892.15,No
2409,60.0,1682.05,No
2410,80.45,3398.9,No
2411,84.95,4984.85,No
2412,33.55,1445.3,Yes
2413,49.65,305.55,No
2414,20.2,507.9,No
2415,94.55,3640.45,Yes
2416,100.5,2673.45,No
2417,35.75,389.8,No
2418,86.45,2401.05,No
2419,53.8,651.55,No
2420,38.55,156.1,No
2421,39.9,2796.35,No
2422,70.05,70.05,No
2423,20.1,407.05,No
2424,112.95,6465,Yes
2425,20.3,511.25,No
2426,35.65,646.05,No
2427,35.9,35.9,Yes
2428,99.25,3777.15,Yes
2429,82.95,4903.15,No
2430,55.65,1653.85,No
2431,24.45,47.5,Yes
2432,25.2,1306.3,No
2433,50.8,463.6,No
2434,19.65,60.65,No
2435,59.8,824.85,No
2436,73.55,2094.65,No
2437,61.4,438.9,No
2438,103.35,847.3,Yes
2439,19.9,329.75,No
2440,19.45,674.55,No
2441,81.5,162.55,No
2442,84.8,546.95,Yes
2443,109.55,7887.25,No
2444,99.95,3186.65,Yes
2445,74.4,1972.35,No
2446,90.0,1527.35,Yes
2447,74.9,490.55,No
2448,104.85,1531.4,Yes
2449,59.65,683.25,No
2450,110.45,8058.85,No
2451,106.1,2847.4,Yes
2452,74.2,1133.9,Yes
2453,74.45,294.45,No
2454,24.55,1719.15,No
2455,89.35,461.7,Yes
2456,24.55,1160.45,No
2457,90.65,5199.8,No
2458,105.05,5163.3,No
2459,20.45,162.3,No
2460,19.55,883.35,No
2461,19.7,1341.5,No
2462,70.45,70.45,No
2463,85.65,659.45,No
2464,77.15,77.15,Yes
2465,35.25,35.25,Yes
2466,20.55,1205.05,No
2467,97.95,4917.9,No
2468,48.55,201,Yes
2469,20.0,599.3,No
2470,25.25,1733.15,No
2471,98.4,5149.5,Yes
2472,70.9,4677.1,No
2473,19.85,119.3,No
2474,106.35,4849.1,No
2475,99.5,5424.25,No
2476,84.7,5878.9,No
2477,86.05,244.85,No
2478,44.55,220.75,No
2479,75.85,4261.2,No
2480,93.85,5574.75,Yes
2481,25.0,1501.75,No
2482,45.0,89.75,No
2483,100.7,4541.2,Yes
2484,20.5,255.5,No
2485,80.45,1072,Yes
2486,90.45,2509.25,No
2487,60.45,1440.75,No
2488,55.25,1715.65,Yes
2489,78.45,5333.35,No
2490,100.55,3895.35,No
2491,20.35,869.9,No
2492,54.45,706.85,Yes
2493,90.75,512.25,No
2494,75.35,2636.05,Yes
2495,20.25,814.75,No
2496,20.05,388.6,No
2497,19.6,93.45,No
2498,53.8,1389.85,No
2499,70.2,2894.55,No
2500,75.5,4025.6,No
2501,20.35,1354.4,No
2502,26.05,1856.4,No
2503,20.6,926,No
2504,75.7,189.2,Yes
2505,20.1,682.1,No
2506,24.3,1778.7,No
2507,24.5,1816.2,No
2508,110.5,7069.25,No
2509,25.25,1841.2,No
2510,74.25,74.25,Yes
2511,90.1,2656.7,No
2512,68.75,1689.45,No
2513,19.2,1054.75,No
2514,89.7,2187.55,Yes
2515,115.1,7334.05,No
2516,96.4,1581.2,Yes
2517,69.5,69.5,Yes
2518,99.65,2404.85,No
2519,91.45,171.45,No
2520,84.75,2839.45,No
2521,85.25,3132.75,Yes
2522,78.75,3942.45,No
2523,20.25,873.4,No
2524,19.9,1529.65,No
2525,97.75,6991.6,No
2526,19.4,19.4,Yes
2527,83.3,803.3,Yes
2528,80.1,679.3,Yes
2529,62.7,2791.5,Yes
2530,100.4,715,No
2531,24.45,1681.6,No
2532,101.1,4016.2,No
2533,50.9,3281.65,No
2534,107.2,7317.1,No
2535,92.2,6474.45,No
2536,25.3,676.35,Yes
2537,113.4,8164.1,No
2538,40.55,1325.85,No
2539,26.0,1654.85,No
2540,111.95,7795.95,No
2541,53.8,3952.45,No
2542,72.1,2495.15,No
2543,98.15,1230.25,Yes
2544,78.85,876.75,No
2545,70.75,4263.45,No
2546,76.15,1992.95,No
2547,39.1,1982.1,No
2548,69.95,562.7,No
2549,20.05,33.7,No
2550,20.05,1090.1,No
2551,19.45,227.45,No
2552,26.9,1250.85,No
2553,19.2,37.2,No
2554,50.0,892.7,No
2555,60.0,487.75,No
2556,84.55,3713.95,No
2557,45.45,141.7,No
2558,20.05,678.2,No
2559,115.55,8425.3,No
2560,93.7,4154.8,Yes
2561,99.0,7061.65,No
2562,50.55,3364.55,No
2563,105.95,2655.25,Yes
2564,82.0,1425.45,Yes
2565,25.0,332.5,No
2566,91.55,5963.95,No
2567,95.75,5742.9,Yes
2568,19.35,278.85,No
2569,24.85,1871.85,No
2570,94.05,2866.45,Yes
2571,100.4,4303.65,No
2572,25.0,1753,No
2573,54.75,54.75,Yes
2574,95.65,3759.05,Yes
2575,19.25,617.65,No
2576,108.25,5935.1,No
2577,94.6,94.6,Yes
2578,98.9,2911.3,Yes
2579,20.15,982.95,No
2580,101.3,2974.5,No
2581,20.0,198.7,No
2582,105.3,1275.65,No
2583,69.85,4003,No
2584,65.25,3791.6,No
2585,19.8,813.3,No
2586,19.6,780.25,No
2587,20.05,552.9,No
2588,49.4,408.25,No
2589,76.05,231.8,Yes
2590,88.4,2191.15,No
2591,100.6,5611.7,No
2592,19.45,246.25,No
2593,20.3,1296.15,No
2594,107.65,7082.85,No
2595,80.45,5662.25,No
2596,58.85,1215.45,No
2597,109.6,7854.15,No
2598,75.15,525,No
2599,73.0,5265.2,No
2600,70.1,70.1,No
2601,98.65,7129.45,No
2602,111.45,7266.95,No
2603,114.9,8496.7,No
2604,100.55,2878.75,No
2605,20.4,261.3,No
2606,104.35,3205.6,No
2607,69.75,69.75,Yes
2608,34.5,279.25,Yes
2609,105.55,6281.45,Yes
2610,30.1,1131.3,Yes
2611,70.3,738.2,Yes
2612,80.45,1137.05,No
2613,80.2,80.2,Yes
2614,94.35,6341.45,Yes
2615,91.35,6697.2,No
2616,44.6,260.8,Yes
2617,19.6,19.6,Yes
2618,19.9,505.45,No
2619,110.45,3655.45,Yes
2620,68.35,1299.8,No
2621,79.1,5564.85,No
2622,51.0,1381.8,No
2623,80.55,188.1,No
2624,66.7,1077.05,No
2625,86.4,4922.4,No
2626,50.05,2911.5,No
2627,25.7,826.1,No
2628,83.4,83.4,No
2629,70.7,140.7,Yes
2630,84.65,5377.8,No
2631,99.25,665.45,Yes
2632,64.75,3617.1,No
2633,100.15,6643.5,No
2634,84.8,84.8,Yes
2635,25.25,1559.3,No
2636,113.0,7987.6,No
2637,40.65,1547.35,No
2638,105.0,5426.85,Yes
2639,54.45,1127.35,Yes
2640,94.95,2142.8,No
2641,59.9,287.85,No
2642,85.3,4045.65,Yes
2643,83.35,2757.85,Yes
2644,33.5,600,Yes
2645,19.8,19.8,No
2646,81.8,4534.45,No
2647,20.0,40.9,No
2648,59.6,2094.9,No
2649,25.0,1584.8,No
2650,84.35,1302.65,No
2651,90.35,2238.5,Yes
2652,55.55,55.55,No
2653,75.35,5437.75,No
2654,90.75,90.75,Yes
2655,89.6,365.65,Yes
2656,59.3,2209.15,No
2657,66.1,1912.15,No
2658,18.8,255.55,No
2659,86.45,5175.3,No
2660,52.1,670.65,No
2661,47.4,3177.25,No
2662,49.25,90.35,Yes
2663,109.15,6557.75,No
2664,94.95,5791.85,No
2665,93.55,3055.5,No
2666,79.5,5196.1,No
2667,115.05,8405,No
2668,19.75,19.75,Yes
2669,95.15,1789.25,Yes
2670,95.15,5000.05,No
2671,105.4,6713.2,No
2672,20.1,562.6,No
2673,101.35,2317.1,Yes
2674,20.05,91.45,No
2675,20.7,828.85,No
2676,20.35,617.35,No
2677,70.05,266.9,Yes
2678,19.7,625.05,No
2679,74.65,301.4,Yes
2680,85.45,6029.9,No
2681,40.4,1842.7,No
2682,50.4,206.6,Yes
2683,79.65,604.7,Yes
2684,105.2,7386.05,No
2685,100.65,7334.05,No
2686,79.85,1471.75,Yes
2687,91.0,2626.15,No
2688,78.75,412.1,Yes
2689,116.75,8277.05,No
2690,80.45,583.45,Yes
2691,59.1,369.25,No
2692,49.8,1049.05,No
2693,19.3,1414.8,No
2694,19.65,169.75,No
2695,81.4,4354.45,No
2696,38.9,2719.2,No
2697,87.95,6365.35,No
2698,19.85,51.6,No
2699,96.35,3190.25,No
2700,24.15,812.5,No
2701,19.1,1143.8,No
2702,44.0,44,No
2703,50.1,50.1,Yes
2704,60.6,3297,No
2705,25.65,1887,No
2706,76.4,151.8,Yes
2707,98.7,293.65,Yes
2708,100.8,1308.1,Yes
2709,53.95,2215.4,No
2710,20.4,482.8,No
2711,90.1,2598.95,Yes
2712,29.35,216.45,No
2713,20.45,20.45,No
2714,95.1,5064.85,No
2715,25.25,996.45,No
2716,44.9,839.65,No
2717,92.65,6733,No
2718,43.7,2618.3,No
2719,72.6,4084.35,No
2720,51.55,765.5,Yes
2721,79.25,793.55,Yes
2722,18.95,613.95,No
2723,20.5,402.85,No
2724,19.95,1244.8,No
2725,24.5,46.4,No
2726,20.6,581.85,No
2727,94.85,462.8,Yes
2728,61.05,1540.2,No
2729,85.7,169.8,Yes
2730,106.65,5168.1,No
2731,108.25,6780.1,No
2732,20.4,94.5,No
2733,55.3,55.3,No
2734,20.25,208,No
2735,72.95,3829.75,No
2736,89.45,5294.6,No
2737,104.65,6889.8,No
2738,75.2,3254.35,No
2739,101.15,6383.9,No
2740,44.4,44.4,Yes
2741,89.5,477.7,Yes
2742,68.75,4447.55,No
2743,111.05,7321.05,No
2744,99.0,4135,No
2745,86.05,86.05,Yes
2746,21.0,697.7,No
2747,19.4,168.65,No
2748,44.55,174.3,Yes
2749,77.2,2753.8,No
2750,19.45,69.25,No
2751,24.85,434.8,No
2752,35.4,1077.5,Yes
2753,95.65,95.65,Yes
2754,41.35,107.25,No
2755,19.6,851.2,No
2756,20.95,20.95,Yes
2757,84.45,5848.6,No
2758,20.25,109.8,No
2759,19.65,19.65,No
2760,20.65,595.5,No
2761,34.7,329.8,Yes
2762,99.3,2513.5,No
2763,81.05,5135.35,No
2764,67.6,2000.2,No
2765,70.15,931.75,No
2766,115.0,7396.15,No
2767,84.8,3958.85,No
2768,19.7,260.9,No
2769,19.75,297.3,Yes
2770,92.55,1515.1,Yes
2771,63.15,816.8,No
2772,74.0,4868.4,No
2773,29.1,688,No
2774,50.05,288.35,No
2775,60.05,3229.65,Yes
2776,74.3,1178.25,Yes
2777,20.0,185.4,No
2778,74.65,966.25,No
2779,85.35,758.6,Yes
2780,74.3,1863.8,Yes
2781,44.4,265.8,No
2782,85.4,3297,No
2783,94.1,4107.3,No
2784,98.1,396.3,Yes
2785,108.9,2809.05,No
2786,56.2,1567.55,No
2787,26.1,1851.45,No
2788,85.45,6028.95,No
2789,88.95,2072.75,No
2790,109.65,5551.15,Yes
2791,74.35,4317.35,No
2792,48.85,736.8,No
2793,80.1,336.15,No
2794,56.05,1522.65,No
2795,74.55,622.9,Yes
2796,89.8,4959.6,No
2797,100.95,329.95,Yes
2798,94.9,1048.85,Yes
2799,19.1,1001.5,No
2800,20.35,442.6,No
2801,106.05,6703.5,No
2802,104.9,3351.55,Yes
2803,19.65,779.25,No
2804,24.1,259.8,Yes
2805,59.85,3483.45,No
2806,86.1,4890.5,No
2807,19.45,136.75,No
2808,97.1,184.15,No
2809,36.65,1315,No
2810,103.9,6767.1,No
2811,19.75,757.95,No
2812,104.05,6890,Yes
2813,24.55,1657.4,No
2814,48.7,3008.55,No
2815,88.35,262.05,Yes
2816,109.55,8165.1,No
2817,20.65,875.55,No
2818,94.65,2649.15,Yes
2819,55.2,220.65,No
2820,24.05,1301.9,No
2821,74.4,74.4,Yes
2822,79.9,3326.2,Yes
2823,20.45,790,No
2824,19.25,1237.65,No
2825,26.35,378.6,No
2826,43.8,592.65,No
2827,50.15,50.15,No
2828,20.45,20.45,No
2829,69.7,560.85,Yes
2830,61.4,3638.25,No
2831,98.1,1060.2,Yes
2832,70.75,2921.75,No
2833,61.15,4017.45,No
2834,20.25,854.9,No
2835,63.85,4174.35,No
2836,98.7,4920.55,No
2837,20.5,20.5,Yes
2838,20.0,810.3,No
2839,19.3,772.4,No
2840,84.4,1936.85,No
2841,25.1,79.8,No
2842,48.25,202.25,No
2843,19.85,1070.5,No
2844,99.6,347.65,Yes
2845,94.2,999.9,No
2846,62.15,113.1,No
2847,79.3,2015.8,No
2848,56.25,1454.25,No
2849,20.3,246.7,No
2850,99.0,6017.9,No
2851,90.6,5817.45,No
2852,85.9,5595.3,No
2853,79.2,4765,No
2854,70.35,1201.65,No
2855,19.35,867.3,No
2856,50.15,50.15,No
2857,63.8,3007.25,No
2858,20.55,252.75,No
2859,88.55,6306.5,No
2860,101.4,6841.05,No
2861,81.95,81.95,Yes
2862,69.35,451.1,Yes
2863,44.6,44.6,No
2864,63.75,226.2,No
2865,109.25,7082.5,No
2866,84.6,1017.35,No
2867,20.45,527.35,No
2868,85.75,2146.5,No
2869,91.1,455.3,Yes
2870,107.95,5969.85,No
2871,86.1,1235.55,Yes
2872,22.95,1014.25,No
2873,94.7,2362.1,Yes
2874,19.45,1225.65,No
2875,85.1,1873.7,Yes
2876,19.7,386.5,No
2877,99.15,6010.05,Yes
2878,87.0,1850.65,No
2879,102.95,7101.5,Yes
2880,79.95,1043.4,No
2881,64.0,1910.75,No
2882,64.9,716.1,No
2883,25.75,1686.15,No
2884,90.15,6716.45,No
2885,116.1,7839.85,No
2886,104.95,6236.75,No
2887,45.05,45.05,Yes
2888,71.0,71,Yes
2889,50.0,2919.85,No
2890,70.55,3309.25,Yes
2891,79.7,79.7,Yes
2892,20.45,20.45,No
2893,59.0,1254.7,Yes
2894,60.35,2896.4,Yes
2895,19.85,717.5,No
2896,19.95,253.8,No
2897,26.45,1110.05,No
2898,63.4,348.8,No
2899,53.95,3888.65,No
2900,69.25,69.25,Yes
2901,95.1,6843.15,No
2902,74.1,450.9,No
2903,35.5,432.25,No
2904,70.95,1767.35,Yes
2905,79.2,1742.45,No
2906,48.8,297.35,No
2907,89.0,1820.45,Yes
2908,99.4,1742.95,Yes
2909,55.45,2444.25,No
2910,25.4,949.8,No
2911,73.5,73.5,Yes
2912,93.5,2970.8,No
2913,63.9,3334.95,No
2914,64.85,2010.95,No
2915,63.8,4684.3,No
2916,44.45,2181.55,No
2917,19.95,1303.25,No
2918,43.35,371.4,No
2919,49.65,2409.9,No
2920,85.1,6155.4,No
2921,95.5,829.1,Yes
2922,92.35,2602.9,Yes
2923,89.8,4667,No
2924,74.55,824.75,Yes
2925,103.05,5153.5,No
2926,116.0,8182.85,No
2927,69.9,69.9,No
2928,95.1,6683.4,No
2929,40.25,1564.05,No
2930,25.75,755.6,No
2931,105.35,3465.05,No
2932,113.6,6292.7,No
2933,24.0,1664.3,No
2934,19.4,198.1,No
2935,86.1,6045.9,No
2936,102.65,4108.15,No
2937,92.85,5980.75,No
2938,97.75,5043.2,No
2939,83.8,1029.75,Yes
2940,54.45,2854.55,Yes
2941,97.95,7114.25,No
2942,19.95,907.05,No
2943,24.6,973.95,No
2944,50.95,605.75,No
2945,75.6,661.55,No
2946,80.75,4116.9,No
2947,90.4,4494.65,No
2948,99.8,4259.3,Yes
2949,60.25,3282.75,No
2950,20.2,55.7,No
2951,64.15,1274.45,No
2952,20.25,493.95,No
2953,105.85,2239.65,Yes
2954,75.45,480.75,Yes
2955,93.85,635.6,Yes
2956,99.0,5038.15,No
2957,80.3,324.2,No
2958,19.55,19.55,No
2959,100.75,2793.55,No
2960,100.75,2095,Yes
2961,53.75,648.65,No
2962,31.0,95.05,Yes
2963,25.6,917.15,No
2964,58.35,1346.9,No
2965,80.0,4242.35,Yes
2966,46.35,672.7,No
2967,113.75,6561.25,No
2968,90.4,268.45,No
2969,109.3,7337.55,No
2970,70.25,331.9,Yes
2971,90.3,5194.05,No
2972,65.25,4478.85,No
2973,100.15,6283.3,Yes
2974,94.5,2659.4,Yes
2975,60.65,196.9,No
2976,24.1,439.2,No
2977,19.5,19.5,No
2978,85.95,2107.15,No
2979,53.5,3035.8,No
2980,25.45,1866.45,No
2981,20.5,1430.95,No
2982,20.85,1071.6,No
2983,89.9,6457.15,No
2984,26.0,684.05,No
2985,113.2,3914.05,No
2986,69.05,3842.6,No
2987,20.1,670.35,No
2988,109.65,7880.25,No
2989,19.2,19.2,No
2990,33.9,298.45,Yes
2991,90.0,3371.75,No
2992,34.0,442.45,No
2993,20.4,20.4,No
2994,38.6,2345.55,No
2995,25.25,25.25,No
2996,60.6,1156.35,No
2997,89.95,6143.15,Yes
2998,74.75,144.8,No
2999,20.6,414.95,No
3000,84.45,1059.55,Yes
3001,20.4,181.8,No
3002,81.7,2212.55,No
3003,79.5,2180.55,Yes
3004,89.15,89.15,Yes
3005,20.3,459.95,No
3006,74.95,1036.75,Yes
3007,74.4,2276.95,Yes
3008,20.0,211.95,No
3009,25.0,25,No
3010,80.45,3162.65,No
3011,19.75,210.65,No
3012,65.65,3566.7,No
3013,71.0,2080.1,No
3014,89.2,4040.2,No
3015,86.75,5186,No
3016,55.3,196.15,Yes
3017,61.5,1087.45,No
3018,25.1,1672.15,No
3019,55.15,1206.05,Yes
3020,34.05,1113.95,No
3021,19.95,107.05,No
3022,19.95,38.15,No
3023,89.7,6339.3,No
3024,20.4,184.1,No
3025,26.3,1688.9,No
3026,84.95,1378.25,Yes
3027,20.7,137.6,No
3028,43.25,219,Yes
3029,48.35,1067.15,Yes
3030,79.55,79.55,Yes
3031,71.05,3444.85,Yes
3032,19.45,369.05,No
3033,110.8,7553.6,No
3034,84.5,84.5,Yes
3035,69.3,1813.1,No
3036,49.35,3321.35,No
3037,20.35,707.5,No
3038,105.6,7112.15,No
3039,64.45,4641.1,No
3040,108.6,7690.9,Yes
3041,49.9,49.9,No
3042,30.3,1380.1,Yes
3043,30.4,78.65,Yes
3044,45.4,45.4,Yes
3045,65.65,3094.65,No
3046,103.3,6518.35,No
3047,84.15,2585.95,Yes
3048,44.45,82.7,No
3049,19.75,58.85,Yes
3050,85.4,425.9,Yes
3051,89.9,6342.7,No
3052,55.05,2030.75,No
3053,104.1,6700.05,No
3054,106.6,7244.7,No
3055,75.2,3678.3,Yes
3056,70.5,3486.65,No
3057,19.6,411.15,No
3058,55.85,937.5,Yes
